rms,flatness,centroid,band_energy,peak_freq,ridge,grad_t,grad_f,rolloff,bandwidth,zcr,contrast,tonnetz,mfcc1,mfcc2,mfcc3,mfcc4,mfcc5
0.109908,0.003367,1778.345108,-52.055199,4177.441406,32.000000,1.948838,4.903401,3258.346323,1754.347455,0.115432,20.074252,0.003686,-129.222244,133.917297,-47.644302,1.859928,-28.363241
0.103684,0.017668,2181.968539,-38.894203,4145.141602,35.000000,1.925350,4.875812,4102.523804,1938.361704,0.149577,19.828202,-0.002578,-97.374977,115.835121,-52.132874,21.105322,-17.890299
0.148867,0.011185,1874.997269,-46.045727,3725.244141,41.000000,1.862872,4.874610,3752.559408,1958.007105,0.101273,18.407737,-0.008162,-98.846672,118.600189,-29.324806,22.224953,-2.134794
0.14886657893657684,0.011184917762875557,1874.9972687594343,-46.04572677612305,3725.244140625,41.0,1.8628721237182617,4.87460994720459,3752.5594075520835,1958.0071053925121,0.10127314814814815,18.40773735350492,-0.00816249471527221,-98.84667205810547,118.60018920898438,-29.324806213378906,22.224952697753906,-2.134793519973755
0.04282650724053383,0.0051926807500422,3157.618186543613,-45.76158905029297,3725.244140625,38.0,1.8101842403411865,5.123210430145264,4526.7578125,1897.7234034228045,0.24813988095238096,20.044282679662977,-0.016266599508325107,-351.5117492675781,51.22193908691406,11.693269729614258,78.56315612792969,-12.684629440307617
0.06571847945451736,0.0025355431716889143,2092.6731894758896,-53.726966857910156,3940.576171875,82.0,1.6971887350082397,4.688632488250732,3074.9755859375,1673.1281813013086,0.14617435515873015,19.33827997626687,-0.014662957353440517,-252.7049560546875,121.10919952392578,-9.311941146850586,44.896156311035156,-24.704345703125
0.06026119738817215,0.0034047169610857964,2435.951776091832,-51.02571105957031,3940.576171875,89.0,1.7177178859710693,4.864441871643066,3726.26953125,1791.1061453857935,0.19109816778273808,20.17545953690418,-0.013816292130249888,-257.42230224609375,104.29000091552734,-5.352404594421387,52.84272003173828,-24.468875885009766
0.06026119738817215,0.0034047169610857964,2435.951776091832,-51.02571105957031,3940.576171875,89.0,1.7177178859710693,4.864441871643066,3726.26953125,1791.1061453857935,0.19109816778273808,20.17545953690418,-0.013816292130249888,-257.42230224609375,104.29000091552734,-5.352404594421387,52.84272003173828,-24.468875885009766
0.06458110362291336,0.0033802888356149197,2412.9581698603242,-51.15277862548828,3940.576171875,87.0,1.6968998908996582,4.812342166900635,3626.744285789696,1756.7064068786397,0.18301309121621623,19.919474707934324,-0.016352656611959688,-256.40008544921875,105.5622787475586,-4.30942440032959,51.68373489379883,-25.003875732421875
0.13512755930423737,0.010911215096712112,2017.2508189145592,-43.554527282714844,4102.0751953125,55.0,1.843794822692871,4.773058891296387,4112.570369944853,2075.0557020113374,0.11494715073529412,19.175534991803335,0.0013328649730214674,-96.5660400390625,112.83130645751953,-26.236995697021484,32.86343002319336,-12.16479778289795
0.09340481460094452,0.008471324108541012,2218.300392591771,-41.53185272216797,4123.6083984375,39.0,1.8254308700561523,4.860817909240723,4234.86328125,2051.5467989810004,0.15873661747685186,19.972912597867637,3.027584436681657e-05,-129.12388610839844,107.35240173339844,-33.959686279296875,38.05028533935547,-15.228175163269043
